FIPS,yield,Year,lat,lon,Precipitation January,Precipitation February,Precipitation March,Precipitation April,Precipitation May,Precipitation June,Precipitation July,Precipitation August,Precipitation September,Precipitation October,Precipitation November,Precipitation December,Average Temperature January,Average Temperature February,Average Temperature March,Average Temperature April,Average Temperature May,Average Temperature June,Average Temperature July,Average Temperature August,Average Temperature September,Average Temperature October,Average Temperature November,Average Temperature December,Maximum Temperature January,Maximum Temperature February,Maximum Temperature March,Maximum Temperature April,Maximum Temperature May,Maximum Temperature June,Maximum Temperature July,Maximum Temperature August,Maximum Temperature September,Maximum Temperature October,Maximum Temperature November,Maximum Temperature December,Minimum Temperature January,Minimum Temperature February,Minimum Temperature March,Minimum Temperature April,Minimum Temperature May,Minimum Temperature June,Minimum Temperature July,Minimum Temperature August,Minimum Temperature September,Minimum Temperature October,Minimum Temperature November,Minimum Temperature December,Heating Degree Days January,Heating Degree Days February,Heating Degree Days March,Heating Degree Days April,Heating Degree Days May,Heating Degree Days June,Heating Degree Days July,Heating Degree Days August,Heating Degree Days September,Heating Degree Days October,Heating Degree Days November,Heating Degree Days December,Cooling Degree Days January,Cooling Degree Days February,Cooling Degree Days March,Cooling Degree Days April,Cooling Degree Days May,Cooling Degree Days June,Cooling Degree Days July,Cooling Degree Days August,Cooling Degree Days September,Cooling Degree Days October,Cooling Degree Days November,Cooling Degree Days December,crop
21033,48.0,1995,37.149145922604994,-87.87018847646365,4.03,3.67,2.55,3.49,8.52,4.22,4.73,3.8,2.07,3.85,3.21,2.26,34.9,37.0,50.5,58.5,65.9,73.3,78.4,80.9,67.7,59.4,41.8,36.0,42.8,48.0,61.9,70.7,76.0,84.0,88.5,91.2,79.7,72.1,53.3,44.6,27.0,26.1,39.2,46.2,55.7,62.7,68.4,70.5,55.7,46.8,30.4,27.4,934.0,783.0,465.0,214.0,80.0,6.0,0.0,0.0,53.0,206.0,695.0,899.0,0.0,0.0,17.0,18.0,107.0,256.0,417.0,492.0,134.0,34.0,0.0,0.0,Wheat
21047,57.0,1995,36.893898725264336,-87.4896159050477,4.06,3.63,2.61,3.58,8.58,4.24,4.77,3.02,2.22,3.74,4.46,1.89,36.4,37.3,51.5,58.5,66.0,73.0,78.2,80.5,67.9,58.9,41.9,37.0,44.7,48.6,63.7,71.7,76.6,83.7,88.8,91.1,80.0,71.4,53.4,45.9,28.1,25.9,39.3,45.3,55.4,62.3,67.6,69.9,55.7,46.4,30.4,28.1,886.0,776.0,439.0,214.0,79.0,6.0,0.0,0.0,49.0,221.0,692.0,868.0,0.0,0.0,21.0,19.0,111.0,246.0,410.0,481.0,135.0,31.0,0.0,0.0,Wheat
21055,45.0,1995,37.3601270971709,-88.09656647270296,3.93,3.22,2.87,4.5,8.44,4.54,4.16,4.76,1.96,3.25,2.92,2.43,34.5,36.3,49.8,57.8,65.2,73.4,78.3,80.9,67.5,59.1,41.2,35.1,41.7,46.7,60.8,69.7,74.7,83.9,88.2,91.2,79.1,71.8,52.1,43.4,27.3,25.9,38.8,45.9,55.6,63.0,68.4,70.6,55.9,46.4,30.4,26.7,946.0,804.0,486.0,232.0,92.0,6.0,0.0,0.0,55.0,214.0,712.0,928.0,0.0,0.0,15.0,15.0,98.0,258.0,413.0,493.0,130.0,30.0,0.0,0.0,Wheat
21059,51.0,1995,37.734032523499586,-87.08168297792726,2.99,3.29,2.61,4.09,11.02,4.9,3.23,4.47,1.27,2.85,2.64,2.53,34.6,35.8,48.8,57.7,65.2,73.4,78.5,80.4,67.4,58.8,41.0,34.8,42.3,46.4,60.6,70.7,75.7,84.3,89.2,91.1,79.5,71.5,52.0,43.9,26.9,25.3,37.0,44.6,54.7,62.6,67.8,69.6,55.3,46.0,30.0,25.6,943.0,816.0,515.0,234.0,94.0,0.0,0.0,0.0,51.0,219.0,720.0,937.0,0.0,0.0,13.0,14.0,100.0,258.0,418.0,476.0,122.0,26.0,0.0,0.0,Wheat
21091,55.0,1995,37.84043230282048,-86.78091646032966,2.92,3.08,2.65,3.99,11.89,5.02,4.13,4.49,1.51,3.01,2.67,2.9,34.9,35.4,48.9,56.8,64.4,73.2,78.0,80.1,66.8,58.2,40.8,34.3,42.2,46.1,60.8,69.8,74.9,84.0,88.4,90.9,78.9,70.5,51.7,43.6,27.6,24.6,37.0,43.7,53.9,62.4,67.6,69.3,54.7,46.0,29.9,24.9,932.0,830.0,512.0,259.0,110.0,5.0,0.0,0.0,59.0,234.0,727.0,953.0,0.0,0.0,13.0,11.0,90.0,251.0,401.0,468.0,113.0,25.0,0.0,0.0,Wheat
21101,59.0,1995,37.795918941918124,-87.57148348873491,2.94,3.3,2.42,5.13,11.47,4.04,3.48,4.73,0.89,2.29,2.45,3.02,33.8,35.6,48.6,57.4,65.0,73.5,78.4,80.6,67.2,59.4,40.9,34.6,41.1,45.4,59.8,70.0,74.9,84.2,88.6,91.2,79.2,72.0,51.3,43.0,26.6,25.6,37.4,44.8,55.0,62.7,68.1,70.1,55.3,46.8,30.5,26.2,966.0,825.0,521.0,240.0,98.0,5.0,0.0,0.0,56.0,204.0,723.0,941.0,0.0,0.0,13.0,13.0,97.0,259.0,415.0,485.0,123.0,31.0,0.0,0.0,Wheat
21107,49.0,1995,37.3084459179857,-87.547912259546,3.34,3.39,2.5,3.45,9.48,4.6,3.98,3.95,2.71,3.56,2.65,2.15,34.7,36.6,50.0,58.6,65.7,73.4,78.6,80.8,67.6,59.2,41.6,35.9,42.4,47.2,61.2,71.0,75.7,83.9,88.8,91.3,79.2,71.5,52.8,44.4,27.0,26.1,38.7,46.1,55.7,62.8,68.4,70.4,55.9,46.9,30.5,27.4,938.0,794.0,483.0,212.0,82.0,5.0,0.0,0.0,53.0,210.0,701.0,902.0,0.0,0.0,17.0,19.0,104.0,256.0,421.0,491.0,131.0,30.0,0.0,0.0,Wheat
21141,63.0,1995,36.858291967196486,-86.87653098748615,3.62,3.44,3.33,3.1,9.73,4.34,3.67,3.73,2.37,5.06,4.71,1.5,37.0,37.0,51.3,58.0,66.1,72.7,78.4,80.4,68.4,58.6,42.0,37.8,44.9,48.7,63.9,71.8,76.5,83.3,89.2,91.1,80.9,70.5,53.0,46.4,29.1,25.3,38.7,44.1,55.7,62.0,67.5,69.7,55.8,46.7,30.9,29.1,867.0,783.0,443.0,228.0,83.0,7.0,0.0,0.0,45.0,225.0,692.0,844.0,0.0,0.0,19.0,17.0,117.0,237.0,414.0,477.0,146.0,26.0,0.0,0.0,Wheat
21149,60.0,1995,37.52967265328954,-87.2561713193079,2.97,3.35,2.43,3.8,9.96,4.3,3.25,4.67,1.93,3.11,2.49,2.0,34.6,36.4,49.4,58.3,65.6,73.4,78.4,80.5,67.7,58.8,41.4,35.5,42.3,46.7,61.0,71.1,75.7,84.0,88.9,91.0,79.3,71.2,52.4,44.3,26.9,26.1,37.8,45.6,55.5,62.7,68.0,70.0,56.0,46.4,30.4,26.6,943.0,800.0,498.0,217.0,86.0,0.0,0.0,0.0,50.0,218.0,707.0,916.0,0.0,0.0,15.0,17.0,105.0,255.0,417.0,481.0,129.0,26.0,0.0,0.0,Wheat
21177,51.0,1995,37.22001932757374,-87.1405078467669,3.33,3.63,2.45,3.46,10.13,4.14,4.11,3.3,2.81,4.26,3.3,1.93,35.6,36.9,50.4,58.4,65.8,72.9,78.2,80.4,67.8,58.5,41.7,36.3,43.3,47.7,62.4,71.5,76.0,83.4,88.7,90.8,79.6,70.6,52.8,45.1,27.8,26.1,38.4,45.3,55.5,62.5,67.8,70.0,56.0,46.4,30.6,27.5,913.0,787.0,470.0,216.0,84.0,6.0,0.0,0.0,51.0,227.0,700.0,888.0,0.0,0.0,18.0,19.0,107.0,244.0,410.0,476.0,134.0,25.0,0.0,0.0,Wheat
21183,58.0,1995,37.481509564099014,-86.8435628952562,3.37,3.56,2.56,3.89,11.27,4.54,3.43,3.64,2.1,4.48,3.15,2.04,35.1,36.4,49.6,57.7,65.2,72.8,78.0,80.1,67.4,57.8,41.2,35.3,42.8,47.0,61.9,70.7,75.7,83.6,88.6,90.9,79.4,70.2,52.4,45.0,27.3,25.8,37.3,44.6,54.7,62.0,67.4,69.4,55.5,45.4,30.0,25.5,928.0,801.0,493.0,234.0,94.0,6.0,0.0,0.0,53.0,243.0,713.0,921.0,0.0,0.0,15.0,14.0,99.0,239.0,403.0,469.0,125.0,21.0,0.0,0.0,Wheat
21213,58.0,1995,36.73962916836945,-86.57587944774905,4.91,3.0,3.51,3.64,9.89,3.65,2.71,3.69,2.29,6.68,5.93,1.66,36.8,37.8,51.4,58.2,66.0,72.6,78.3,80.6,68.3,58.5,42.1,37.4,45.1,49.3,63.5,71.6,76.9,83.8,89.6,91.8,80.6,70.4,53.2,46.5,28.5,26.2,39.2,44.8,55.2,61.4,67.1,69.3,56.0,46.7,31.0,28.4,874.0,762.0,440.0,221.0,84.0,7.0,0.0,0.0,46.0,226.0,688.0,854.0,0.0,0.0,19.0,17.0,117.0,236.0,413.0,482.0,144.0,26.0,0.0,0.0,Wheat
21219,63.0,1995,36.83755478626456,-87.17872905820232,3.65,3.34,3.27,3.38,8.57,3.99,4.08,2.97,1.9,4.08,5.04,1.67,36.8,37.0,51.4,58.1,66.0,72.6,78.2,80.3,68.1,58.5,41.7,37.6,44.9,48.6,64.0,71.7,76.5,83.2,88.9,90.9,80.6,70.6,53.0,46.4,28.7,25.3,38.7,44.4,55.5,62.0,67.4,69.7,55.7,46.4,30.4,28.8,873.0,785.0,442.0,225.0,82.0,7.0,0.0,0.0,46.0,228.0,700.0,850.0,0.0,0.0,19.0,18.0,113.0,235.0,408.0,474.0,140.0,28.0,0.0,0.0,Wheat
21225,63.0,1995,37.660667357581694,-87.94605561729516,2.92,2.84,2.51,4.59,10.69,4.43,2.97,4.22,1.14,2.27,2.62,2.38,34.3,35.8,49.2,57.2,65.0,73.6,78.5,81.0,67.2,59.3,40.9,34.7,41.3,45.8,60.3,69.6,74.6,84.1,88.5,91.4,78.9,72.0,51.3,43.1,27.3,25.8,38.2,44.9,55.3,63.1,68.5,70.5,55.4,46.6,30.5,26.4,952.0,819.0,503.0,246.0,98.0,0.0,0.0,0.0,57.0,207.0,724.0,938.0,0.0,0.0,14.0,13.0,97.0,263.0,418.0,495.0,122.0,31.0,0.0,0.0,Wheat
21233,59.0,1995,37.52143117344793,-87.67680498772499,3.09,3.31,2.54,4.27,10.01,4.47,3.87,4.72,1.52,2.72,2.56,2.43,34.2,35.9,49.0,57.9,65.3,73.5,78.7,81.0,67.5,59.4,41.3,35.2,41.3,46.2,60.0,70.0,75.1,83.9,88.6,91.3,79.0,71.7,52.0,43.5,27.0,25.7,37.9,45.7,55.6,63.0,68.7,70.7,55.9,47.1,30.6,26.8,955.0,815.0,511.0,229.0,90.0,5.0,0.0,0.0,54.0,204.0,711.0,924.0,0.0,0.0,14.0,15.0,100.0,259.0,423.0,497.0,128.0,31.0,0.0,0.0,Wheat
21103,47.0,1995,38.44874948108938,-85.11604793952178,3.71,2.13,2.79,3.69,9.94,4.03,3.42,4.85,2.01,4.52,2.4,2.99,32.7,32.6,46.0,54.4,62.6,72.2,76.2,78.9,65.2,55.8,39.2,31.3,40.6,42.8,58.5,67.5,73.3,83.0,87.3,89.7,77.2,67.5,49.3,40.4,24.8,22.4,33.6,41.4,51.9,61.4,65.2,68.1,53.1,44.1,29.2,22.3,1001.0,906.0,595.0,322.0,140.0,8.0,0.0,0.0,81.0,297.0,772.0,1044.0,0.0,0.0,7.0,5.0,67.0,224.0,348.0,431.0,85.0,12.0,0.0,0.0,Wheat
21185,43.0,1995,38.40012668341859,-85.44982435693204,3.79,2.04,2.73,3.27,10.12,4.53,4.24,4.79,2.14,5.08,2.38,2.94,32.6,33.3,46.6,55.2,63.3,72.7,76.7,79.0,65.5,56.2,39.4,31.9,40.5,43.4,58.8,68.1,73.8,83.4,87.6,89.7,77.6,67.9,49.5,40.6,24.7,23.1,34.3,42.3,52.8,62.0,65.8,68.3,53.4,44.4,29.4,23.2,1005.0,888.0,579.0,301.0,128.0,6.0,0.0,0.0,78.0,286.0,766.0,1025.0,0.0,0.0,8.0,7.0,76.0,237.0,362.0,435.0,93.0,13.0,0.0,0.0,Wheat
21223,44.0,1995,38.617402230750706,-85.33429966155897,3.72,1.8,2.14,4.11,10.68,3.62,4.01,4.59,1.75,4.11,1.91,3.72,32.0,32.3,46.0,54.6,63.1,72.4,76.4,79.0,65.2,55.8,39.2,31.1,39.6,42.3,58.4,67.4,73.6,82.8,87.1,89.6,77.0,67.2,49.2,39.9,24.4,22.2,33.6,41.8,52.6,61.9,65.7,68.4,53.3,44.4,29.2,22.2,1023.0,916.0,596.0,317.0,133.0,7.0,0.0,0.0,80.0,297.0,773.0,1052.0,0.0,0.0,7.0,5.0,74.0,228.0,353.0,435.0,85.0,11.0,0.0,0.0,Wheat
21007,48.0,1995,37.05828180468903,-89.00004271063966,4.48,3.46,2.47,4.7,6.19,6.15,4.16,3.13,1.65,2.49,3.01,2.08,35.9,37.5,50.0,58.2,66.1,73.6,78.0,80.7,67.6,59.6,42.4,36.0,43.8,47.9,61.2,70.7,76.1,84.0,88.2,91.2,79.0,72.5,53.0,44.6,28.1,27.1,38.7,45.8,56.1,63.3,67.8,70.3,56.2,46.8,31.8,27.3,902.0,770.0,481.0,220.0,79.0,0.0,0.0,0.0,50.0,199.0,679.0,900.0,0.0,0.0,15.0,17.0,112.0,264.0,402.0,488.0,128.0,33.0,0.0,0.0,Wheat
21035,50.0,1995,36.62050111463831,-88.27208192781853,4.15,3.76,2.54,4.18,7.22,4.49,4.99,4.69,1.27,2.68,4.64,2.02,36.8,38.4,51.5,59.1,66.7,73.4,77.8,80.1,68.0,58.8,42.3,37.0,45.2,49.3,63.0,71.7,76.7,83.8,87.8,89.7,79.0,70.8,53.1,45.9,28.4,27.6,39.9,46.5,56.6,63.0,67.8,70.4,56.8,46.8,31.5,28.1,875.0,744.0,438.0,200.0,66.0,0.0,0.0,0.0,47.0,220.0,681.0,868.0,0.0,0.0,19.0,23.0,118.0,256.0,397.0,467.0,135.0,27.0,0.0,0.0,Wheat
21039,45.0,1995,36.85521406861451,-88.9736625460438,4.64,3.51,2.56,4.55,5.75,4.96,4.65,3.29,1.53,3.38,3.2,1.97,36.3,37.7,50.0,58.6,66.1,73.6,78.0,80.6,67.6,59.6,42.0,36.1,44.1,48.2,61.1,71.0,76.4,84.0,88.1,91.1,78.8,72.4,52.7,44.7,28.4,27.3,39.0,46.2,55.9,63.1,67.8,70.0,56.5,46.8,31.4,27.5,891.0,763.0,478.0,211.0,77.0,0.0,0.0,0.0,50.0,200.0,689.0,895.0,0.0,0.0,15.0,19.0,112.0,261.0,401.0,482.0,129.0,32.0,0.0,0.0,Wheat
21075,46.0,1995,36.55281815987567,-89.18983431225506,4.46,2.99,2.05,4.56,4.98,4.42,4.84,3.3,1.33,3.3,3.81,1.66,37.4,39.2,51.1,59.1,67.3,74.4,78.2,81.1,68.0,59.8,42.8,37.2,45.4,50.0,63.0,71.8,77.1,84.9,88.4,91.4,79.6,72.9,53.0,45.8,29.4,28.5,39.3,46.4,57.4,63.9,67.9,70.8,56.3,46.6,32.5,28.5,855.0,721.0,447.0,201.0,58.0,0.0,0.0,0.0,45.0,195.0,667.0,863.0,0.0,0.0,17.0,23.0,130.0,283.0,408.0,499.0,134.0,33.0,0.0,0.0,Wheat
21083,47.0,1995,36.72346187353037,-88.65046344530597,4.38,3.32,2.27,4.18,6.59,4.34,5.74,4.57,1.46,3.76,4.13,2.46,36.6,38.5,50.5,58.8,66.5,73.5,77.8,80.3,67.7,59.6,42.1,36.6,44.8,49.2,61.8,71.2,76.4,84.1,87.8,90.3,78.7,71.9,52.8,45.2,28.4,27.8,39.2,46.3,56.6,63.0,67.8,70.4,56.8,47.4,31.5,28.1,882.0,741.0,466.0,207.0,69.0,0.0,0.0,0.0,49.0,199.0,686.0,879.0,0.0,0.0,16.0,20.0,116.0,261.0,396.0,475.0,130.0,32.0,0.0,0.0,Wheat
21105,45.0,1995,36.678774108891204,-88.97730286097321,4.7,3.34,2.23,4.67,5.61,4.42,4.81,3.59,1.41,3.36,3.77,1.93,36.8,38.4,50.6,58.8,66.7,73.8,78.0,80.6,67.8,59.6,42.3,36.6,44.8,49.0,61.9,71.4,76.8,84.4,88.2,91.1,79.1,72.4,52.8,45.1,28.8,27.8,39.3,46.3,56.6,63.2,67.7,70.2,56.5,46.8,31.7,28.1,874.0,744.0,462.0,206.0,67.0,0.0,0.0,0.0,47.0,199.0,682.0,880.0,0.0,0.0,16.0,21.0,120.0,267.0,401.0,485.0,131.0,32.0,0.0,0.0,Wheat
21139,44.0,1995,37.207054965731494,-88.35211881126318,4.4,3.12,2.42,4.41,8.13,5.08,4.86,4.15,1.5,2.86,3.08,2.1,35.2,37.0,50.3,58.2,65.5,73.7,78.2,80.9,67.9,59.2,41.6,35.2,42.6,47.4,61.4,70.5,74.7,83.8,88.0,90.8,79.1,71.7,52.4,43.7,27.8,26.7,39.3,45.9,56.2,63.5,68.5,71.0,56.6,46.7,30.8,26.6,923.0,783.0,470.0,221.0,88.0,5.0,0.0,0.0,51.0,210.0,701.0,925.0,0.0,0.0,16.0,17.0,102.0,265.0,410.0,494.0,136.0,31.0,0.0,0.0,Wheat
21143,48.0,1995,37.02346216663971,-88.08295358192319,4.56,3.42,2.34,3.23,7.96,4.65,5.56,3.99,1.55,3.48,3.28,2.13,35.5,37.7,51.0,58.8,66.2,73.7,78.5,81.0,68.1,59.4,42.2,35.9,43.4,48.5,62.4,71.2,76.1,84.1,88.4,91.1,79.8,71.7,53.5,44.6,27.6,26.9,39.6,46.4,56.3,63.3,68.6,70.9,56.4,47.0,30.9,27.2,914.0,765.0,451.0,207.0,76.0,5.0,0.0,0.0,48.0,207.0,684.0,901.0,0.0,0.0,17.0,20.0,111.0,265.0,418.0,497.0,140.0,32.0,0.0,0.0,Wheat
21157,44.0,1995,36.87953080969636,-88.33083983066766,4.54,3.21,2.23,3.66,7.62,4.54,5.65,4.25,1.22,3.08,3.49,2.14,36.3,38.2,50.5,58.9,66.4,73.9,78.2,80.9,68.1,59.6,42.2,36.2,44.3,48.9,62.0,71.5,76.0,84.1,88.0,90.5,79.1,71.6,53.0,45.0,28.4,27.6,39.1,46.3,56.7,63.8,68.5,71.2,57.2,47.6,31.4,27.5,888.0,750.0,465.0,203.0,72.0,0.0,0.0,0.0,46.0,200.0,683.0,892.0,0.0,0.0,16.0,21.0,115.0,273.0,410.0,492.0,140.0,32.0,0.0,0.0,Wheat
21145,46.0,1995,37.055795226347065,-88.71055841788666,4.29,3.26,2.13,4.42,6.71,5.16,4.08,3.81,1.49,2.75,3.23,2.01,36.1,37.5,49.9,58.4,66.1,73.8,78.0,80.8,67.6,59.8,42.0,36.0,43.8,47.8,61.0,71.0,75.8,84.0,87.9,90.7,78.8,72.3,52.6,44.7,28.3,27.1,38.7,45.9,56.4,63.6,68.1,71.0,56.5,47.2,31.4,27.2,896.0,771.0,484.0,215.0,78.0,0.0,0.0,0.0,52.0,197.0,689.0,900.0,0.0,0.0,15.0,18.0,113.0,269.0,404.0,490.0,131.0,34.0,0.0,0.0,Wheat
21221,55.0,1995,36.80997030771911,-87.8747107878557,4.28,3.84,2.29,3.76,7.5,4.35,5.44,3.14,1.7,3.19,4.54,1.78,36.5,37.8,51.9,59.0,66.5,73.5,78.2,80.6,68.1,59.0,42.4,36.9,45.0,49.1,63.8,71.9,77.0,84.1,88.4,90.7,80.0,71.4,53.8,45.8,28.1,26.4,40.0,46.1,55.9,62.8,68.0,70.4,56.2,46.5,30.8,28.0,882.0,763.0,426.0,202.0,71.0,0.0,0.0,0.0,46.0,218.0,680.0,871.0,0.0,0.0,21.0,22.0,117.0,260.0,410.0,482.0,139.0,31.0,0.0,0.0,Wheat
22009,34.6,1995,31.081346298067878,-92.00040058648172,5.51,2.79,8.58,15.32,4.99,2.69,5.9,4.36,2.69,3.13,5.7,7.37,50.8,53.5,60.9,66.6,75.1,79.1,82.7,83.8,77.3,66.9,55.8,49.7,61.1,65.3,70.4,77.4,85.1,90.5,92.4,93.7,89.6,79.9,67.8,59.8,40.6,41.7,51.4,55.8,65.0,67.7,73.1,74.0,65.0,53.8,43.8,39.6,458.0,337.0,185.0,52.0,0.0,0.0,0.0,0.0,0.0,58.0,288.0,480.0,18.0,15.0,57.0,101.0,312.0,423.0,550.0,584.0,369.0,117.0,13.0,6.0,Wheat
22025,28.5,1995,31.668550202870627,-91.84469694707062,6.07,2.34,8.1,11.54,4.6,2.17,7.2,2.32,2.73,3.1,4.88,6.54,49.6,52.0,60.2,65.7,74.2,78.1,82.4,84.0,76.2,66.0,54.2,48.2,59.6,64.0,70.4,77.2,84.3,89.5,91.9,94.7,89.3,79.8,66.7,58.5,39.6,40.1,50.0,54.3,64.1,66.7,72.8,73.4,63.1,52.2,41.7,37.9,493.0,374.0,203.0,66.0,0.0,0.0,0.0,0.0,0.0,73.0,332.0,520.0,15.0,12.0,53.0,88.0,286.0,392.0,539.0,589.0,336.0,103.0,8.0,0.0,Wheat
22029,35.0,1995,31.43134646656653,-91.64033912650017,5.82,2.81,8.64,11.0,4.98,2.04,6.11,3.7,2.48,3.43,5.93,6.88,49.9,52.6,60.2,65.9,74.4,77.9,82.5,83.8,76.5,66.3,54.7,48.6,60.2,64.4,70.2,77.3,84.7,89.3,92.3,94.3,89.3,79.7,67.1,59.4,39.6,40.8,50.1,54.5,64.1,66.4,72.7,73.4,63.7,53.0,42.2,37.9,484.0,362.0,203.0,62.0,0.0,0.0,0.0,0.0,0.0,66.0,319.0,512.0,17.0,13.0,53.0,88.0,291.0,387.0,543.0,584.0,344.0,108.0,9.0,5.0,Wheat
22039,39.5,1995,30.72956321511014,-92.40422971931383,5.94,3.64,9.57,12.29,8.17,2.11,6.17,6.82,2.31,4.29,6.01,6.43,51.6,54.4,61.4,67.2,76.1,79.7,83.1,83.9,78.1,67.4,57.0,51.1,61.6,66.0,70.5,78.1,85.8,91.2,92.9,93.8,90.5,80.4,68.6,60.9,41.6,42.8,52.3,56.3,66.4,68.1,73.2,74.0,65.7,54.5,45.4,41.3,437.0,313.0,173.0,43.0,0.0,0.0,0.0,0.0,0.0,50.0,257.0,438.0,20.0,17.0,62.0,108.0,343.0,440.0,560.0,586.0,394.0,126.0,18.0,7.0,Wheat
22077,38.8,1995,30.706731056556205,-91.6049014698559,6.91,3.15,11.97,9.5,8.07,2.46,5.44,5.04,2.05,5.14,7.21,7.75,50.8,53.9,61.0,67.6,76.2,78.4,82.7,83.6,77.8,67.4,56.5,51.3,61.3,66.0,70.3,78.5,86.2,90.0,92.5,93.5,90.2,79.7,68.8,62.0,40.3,41.9,51.6,56.6,66.1,66.8,73.0,73.6,65.4,55.0,44.2,40.6,460.0,327.0,178.0,37.0,0.0,0.0,0.0,0.0,0.0,55.0,272.0,433.0,21.0,16.0,53.0,114.0,346.0,403.0,550.0,575.0,385.0,128.0,17.0,9.0,Wheat
22097,33.6,1995,30.601122856817817,-92.00171358472598,6.25,3.21,10.79,8.68,6.15,1.75,5.46,7.33,2.29,4.12,7.43,7.09,51.2,54.4,61.2,67.1,76.3,79.7,83.1,83.8,78.2,67.8,57.3,51.7,61.1,65.9,70.1,77.5,85.8,91.1,92.6,93.6,90.4,79.9,69.0,61.8,41.3,42.8,52.3,56.7,66.7,68.3,73.5,73.9,65.9,55.6,45.6,41.5,449.0,314.0,174.0,43.0,0.0,0.0,0.0,0.0,0.0,46.0,250.0,422.0,21.0,17.0,57.0,106.0,349.0,442.0,560.0,581.0,396.0,132.0,19.0,9.0,Wheat
22035,33.3,1995,32.73684632665241,-91.24295733200087,5.14,2.5,8.24,10.0,4.18,2.44,7.03,1.37,1.39,1.7,2.05,5.56,47.6,49.3,58.7,65.0,73.6,77.8,82.4,84.0,74.7,64.9,52.0,46.0,57.0,60.2,69.0,76.5,83.9,88.8,92.3,94.8,87.8,79.1,65.0,55.7,38.2,38.3,48.4,53.5,63.3,66.8,72.6,73.2,61.6,50.7,38.9,36.3,551.0,447.0,240.0,78.0,0.0,0.0,0.0,0.0,0.0,91.0,396.0,589.0,11.0,7.0,45.0,79.0,271.0,384.0,540.0,589.0,293.0,88.0,0.0,0.0,Wheat
22041,22.7,1995,32.13899158187677,-91.67828812397045,5.3,1.96,6.93,10.95,3.76,2.7,7.94,1.49,1.77,2.79,2.91,5.41,48.8,50.9,59.5,65.6,74.3,78.1,82.3,84.0,75.2,65.3,53.2,47.5,58.9,62.6,69.9,77.2,84.3,89.6,92.0,94.7,88.7,79.5,66.2,57.5,38.7,39.2,49.1,54.0,64.2,66.7,72.7,73.2,61.6,51.1,40.2,37.4,515.0,405.0,220.0,69.0,0.0,0.0,0.0,0.0,0.0,86.0,361.0,544.0,14.0,10.0,50.0,88.0,291.0,394.0,537.0,587.0,307.0,95.0,6.0,0.0,Wheat
22065,43.3,1995,32.3634180270661,-91.25094669767317,4.05,2.13,7.13,10.37,3.82,2.25,6.73,2.73,1.29,3.0,3.07,5.9,48.4,50.3,59.3,65.6,74.3,77.7,82.4,83.8,74.9,64.8,52.6,46.9,58.0,61.9,69.7,77.2,84.7,88.9,92.1,94.4,88.2,78.8,65.5,56.8,38.7,38.7,49.0,54.0,63.8,66.5,72.7,73.1,61.6,50.7,39.7,37.0,529.0,422.0,225.0,70.0,0.0,0.0,0.0,0.0,0.0,94.0,377.0,561.0,14.0,9.0,50.0,88.0,288.0,380.0,539.0,582.0,300.0,86.0,5.0,0.0,Wheat
22067,28.4,1995,32.82148992593778,-91.80041016950652,6.15,3.93,7.37,8.76,3.65,2.04,6.35,1.61,1.65,1.24,1.63,5.59,47.4,49.6,58.5,64.3,73.1,77.8,82.2,84.4,74.3,64.8,51.9,46.0,57.2,61.1,69.1,76.4,83.7,89.6,92.4,95.7,87.4,80.0,65.8,56.2,37.5,38.0,47.8,52.2,62.4,66.0,72.0,73.1,61.2,49.6,38.1,35.7,555.0,440.0,245.0,89.0,5.0,0.0,0.0,0.0,0.0,90.0,396.0,590.0,9.0,7.0,42.0,69.0,256.0,383.0,532.0,601.0,284.0,85.0,0.0,0.0,Wheat
22083,28.6,1995,32.41364177917592,-91.7669972507805,5.99,2.34,6.77,10.19,3.33,2.93,7.34,1.44,1.82,1.46,1.77,5.04,48.1,50.2,59.0,65.2,74.1,78.4,82.6,84.3,74.8,65.0,52.8,47.2,58.1,61.8,69.4,77.0,84.4,89.9,92.6,95.3,87.9,79.6,66.3,57.2,38.1,38.6,48.5,53.4,63.8,66.9,72.6,73.4,61.6,50.3,39.4,37.3,534.0,422.0,233.0,76.0,0.0,0.0,0.0,0.0,0.0,89.0,370.0,550.0,11.0,8.0,46.0,80.0,286.0,403.0,545.0,600.0,296.0,88.0,5.0,0.0,Wheat
22107,37.5,1995,32.00369781290715,-91.34038383912599,4.85,2.51,7.7,9.89,4.31,2.21,6.19,2.32,1.62,4.21,3.95,6.13,48.9,51.3,59.6,65.9,74.5,77.5,82.4,83.5,75.4,65.4,53.2,47.8,59.2,63.2,70.0,78.0,84.8,89.0,92.2,94.3,88.7,79.1,65.9,58.2,38.5,39.4,49.1,53.8,64.3,66.1,72.6,72.7,62.1,51.6,40.4,37.4,517.0,394.0,217.0,65.0,0.0,0.0,0.0,0.0,0.0,85.0,361.0,539.0,17.0,12.0,50.0,92.0,295.0,376.0,541.0,574.0,313.0,96.0,6.0,5.0,Wheat
